Xavier Institute of Engineering,,,,,,,,,,,,
"Mahim Causeway, Opp. Raheja Hospital, Mumbai - 400 016,Mumbai,400 016",,,,,,,,,,,,
Accession Register,,,,,,,,,,,,
 Accession number from 000001 to 013194,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Accession Number,Author,Title-Edition-ISBN,Publisher Details,Year,Pages,ISBN,Supplier,Call Number,Price,Bill No. & date,
15-May-05,000249,"Keiser, Gerd",Local area networks .-2nd .-9780070495098,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2002,"xix, 379 p.",9780070495098,Union Book Stall,"004.68KEI",275.00,"B:T-23/200515-May-2005",
15-May-05,000250,"Martin, John C.",Introduction to languages and the theory of computation .-3rd .-9780070499393,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2003,"xiii, 543 p.",9780070499393,Union Book Stall,"511.35MAR",235.00,"B:T-23/200515-May-2005",
15-May-05,000251,"Norton, Peter",Peter Norton's introduction to computers .-5th .-9780070531420,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2004,"xxvi, 588 p.",9780070531420,Union Book Stall,"004NOR",295.00,"B:T-23/200515-May-2005",
15-May-05,000252,"Xiang, Zhigang & Plastock, Roy",Schaum's outline of theory and problems of computer graphics .-2nd .-9780071357814,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2006,"ix, 347 p.",9780071357814,Union Book Stall,"006.6XIA",398.00,"B:T-23/200515-May-2005",
,000253,,,,,,,,,,,
15-May-05,000254,"Shapiro, Jeffrey R.",Visual Basic .NET : the complete reference .-1st .-9780070495111,"Tata McGraw-Hill Publishing Company Limited, Delhi",2002,"xxx, 901 p.",9780070495111,Union Book Stall,"005.276 8SHA",450.00,"B:T-22/200515-May-2005",
15-May-05,000255,"Powell, Thomos A.",HTML & XHTML : the complete reference .-4th .-9780070582811,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2003,"xxiv, 944 p.",9780070582811,Union Book Stall,"006.74POW",465.00,"B:T-23/200515-May-2005",
15-May-05,000256,"Powell, Thomos A.",Web design : the complete reference .-2nd .-9780072224429,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2003,"xxv, 914 p.",9780072224429,Union Book Stall,"006.76POW",450.00,"B:T-23/200515-May-2005",
15-May-05,000257,"Schildt, Herbert",Java 2 : the complete reference .-5th .-9780071661744,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2002,1154 p.,9780071661744,Union Book Stall,"005.133SCH",395.00,"B:T-22/200515-May-2005",
15-May-05,000258,"Walpole, Ronald E. ; Myers, Raymond H.; Myers Sharon L. & Ye, Keying",Probability and statistics : engineers and scientists .-7th .-9788178086132,"Pearson Education, New Delhi",2002,"xvi, 730 p.",9788178086132,Union Book Stall,"519.23WAL","1,995.00","B:T-26/200515-May-2005",
,000259,,,,,,,,,,,
,000260,,,,,,,,,,,
,000261,,,,,,,,,,,
,000262,,,,,,,,,,,
15-May-05,000263,"Johnson, Richard A.",Probability and statistics for engineers .-6th .-9788178085296,"Pearson Education, New Delhi",2000,"xii, 622 p.",9788178085296,Union Book Stall,"519.23JOH",450.00,"B:T-25/200515-May-2005",
,000264,,,,,,,,,,,
15-May-05,000265,"Greenberg, Michael",Advanced engineering mathematics .-2nd,"Pearson Education, New Delhi",1998,1323 p.,,Union Book Stall,"517GRE","2,475.00","B:T-24/200515-May-2005",
,000266,,,,,,,,,,,
,000267,,,,,,,,,,,
,000268,,,,,,,,,,,
,000269,,,,,,,,,,,
15-May-05,000270,"Couch, Leon W. II",Digital and analog communication systems .-Sixth Edition .-9788178083285,"Pearson Education, New Delhi",2001,"xxv, 758 p.",9788178083285,Union Book Stall,"621.382COU",730.00,"B:T-26/200515-May-2005",
,000271,,,,,,,,,,,
15-May-05,000272,"Skahill, Kevin",VHDL for programmable logic .-1st .-9788129704856,"Pearson Education, New Delhi",2004,"xiv, 593 p.",9788129704856,Union Book Stall,"621.392SKA",790.00,"B:T-25/200515-May-2005",
,000273,,,,,,,,,,,
15-May-05,000274,"Floyd, Thomas L.",Electronic devices .-6th,"Pearson Education, New Delhi",2002,759 p.,,Union Book Stall,"621.381 33FLO","1,275.00","B:T-24/200515-May-2005",
,000275,,,,,,,,,,,
,000276,,,,,,,,,,,
15-May-05,000277,"Langsam, Yedidyah; Augenstein, Moshe J. & Tenenbaum, Aaron M.",Data structures using C and C++ .-2nd .-9788178087290,"Pearson Education, New Delhi",1996,"xvi, 672 p.",9788178087290,Union Book Stall,"005.73LAN",750.00,"B:T-28/200515-May-2005",
,000278,,,,,,,,,,,
,000279,,,,,,,,,,,
20-May-05,000280,"Kolman, Bernard; Busby, Robert C. & Ross, Sharon Cutler",Discrete mathematical structures .-5th .-9788129704658,"Pearson Education, New Delhi",2004,"xii, 503 p.",9788129704658,Union Book Stall,"511.1KOL",390.00,"B:T-28/200515-May-2005",
,000281,,,,,,,,,,,
20-May-05,000282,"Goodaire, Edgar G. & Parmenter, Michael M.",Discrete mathematics with graph theory .-2nd .-9788178088273,"Pearson Education, New Delhi",2002,"xix, 465 p.",9788178088273,Union Book Stall,"511.1GOO","1,375.00","B:T-28/200515-May-2005",
,000283,,,,,,,,,,,
,000284,,,,,,,,,,,
,000285,,,,,,,,,,,
,000286,,,,,,,,,,,
20-May-05,000287,"Schiller, Jochen",Mobile Communications .-2nd .-9788129703507,"Pearson Education, New Delhi",2003,"xviii, 492 p.",9788129703507,Union Book Stall,"621.384 56SCH","1,575.00","B:T-25/200515-May-2005",
,000288,,,,,,,,,,,
,000289,,,,,,,,,,,
,000290,,,,,,,,,,,
,000291,,,,,,,,,,,
15-May-05,000292,"Schiller, Jochen",Mobile Communications .-2nd .-9788129703507,"Pearson Education, New Delhi",2003,"xviii, 492 p.",9788129703507,Union Book Stall,"621.384 56SCH","1,575.00","B:T-27/200515-May-2005",
,000293,,,,,,,,,,,
,000294,,,,,,,,,,,
,000295,,,,,,,,,,,
,000296,,,,,,,,,,,
15-May-05,000297,"Mano, M. Morris",Computer system architecture .-3rd .-9788178086873,"Pearson Education, New Delhi",2003,"xviii, 524 p.",9788178086873,Union Book Stall,"004.22MAN",390.00,"B:T-25/200515-May-2005",
,000298,,,,,,,,,,,
15-May-05,000299,"Mano, M. Morris",Computer system architecture .-3rd .-9788178086873,"Pearson Education, New Delhi",2003,"xviii, 524 p.",9788178086873,Union Book Stall,"004.22MAN",390.00,"B:T-27/200515-May-2005",
,000300,,,,,,,,,,,
15-May-05,000301,"Kurose, James F. & Ross, Keith W.",Computer networking : a top-down approach featuring the Internet .-2nd .-9788178087870,"Pearson Education, New Delhi",2003,"xvi, 752 p.",9788178087870,Union Book Stall,"004.6KUR",700.00,"B:T-28/200515-May-2005",
,000302,,,,,,,,,,,
15-May-05,000303,"Stallings, William",Wireless communications and networks .-1st .-9788178085609,"Pearson Education, New Delhi",2002,598 p.,9788178085609,Union Book Stall,"621.384STA",390.00,"B:T-27/200515-May-2005",
,000304,,,,,,,,,,,
15-May-05,000305,"Stallings, William",Wireless communications and networks .-1st .-9788178085609,"Pearson Education, New Delhi",2002,598 p.,9788178085609,Union Book Stall,"621.384STA",390.00,"B:T-26/200515-May-2005",
,000306,,,,,,,,,,,
15-May-05,000307,"Stallings, William",Network security essentials : applications and standards .-1st .-9780130160935,"Pearson Education, New Delhi",2000,366 p.,9780130160935,Union Book Stall,"005.8STA",250.00,"B:T-27/200515-May-2005",
15-May-05,000308,"Subramanian, Mani",Network management : principles and practice .-9788131727591,"Pearson Education, New Delhi",2000,"xxiii, 644 p.",9788131727591,Union Book Stall,"004.65SUB",325.00,"B:T-26/200515-May-2005",
15-May-05,000309,"Haykin, Simon",Neural networks : a comprehensive foundation .-1st .-9788177588521,"Pearson Education, New Delhi",2000,842 p.,9788177588521,Union Book Stall,"006.32HAY",250.00,"B:T-28/200515-May-2005",
15-May-05,000310,"Comer, Douglas E.",Computer networks and internets : with internet applications .-4th .-9788177589276,"Pearson Education, New Delhi",2003,842 p.,9788177589276,Union Book Stall,"004.6COM",325.00,"B:T-29/200515-May-2005",
15-May-05,000311,"Tanenbaum, Andrew S.",Computer networks .-4th .-9788120321755,"Prentice Hall of India, Delhi",2003,"xx, 891 p.",9788120321755,Union Book Stall,"004.6TAN",500.00,"B:T-27/200515-May-2005",
,000312,,,,,,,,,,,
15-May-05,000313,"Tanenbaum, Andrew S.",Modern operating systems .-2nd .-9788178084473,"Pearson Education, Delhi",2001,"xxiv, 951 p.",9788178084473,Union Book Stall,"005.43TAN",500.00,"B:T-27/200515-May-2005",
,000314,,,,,,,,,,,
15-May-05,000315,"Kernighan, Brian W. & Ritchie, Dennis M.",The C programming language .-2nd .-9788120305960,"Pearson Education, New Delhi",1988,"xii, 272 p",9788120305960,Union Book Stall,"005.135KER",190.00,"B:T-28/200515-May-2005",
,000316,,,,,,,,,,,
15-May-05,000317,"Deitel, Harvey M. & Deitel, Paul J.","Java : how to program : Introducing OOD with the UML and Design Patterns JDBC, Servlets, JSP .-5th .-9788129704887","Pearson Education, New Delhi",2003,"li, 1447 p.",9788129704887,Union Book Stall,"005.133DEI",990.00,"B:T-28/200515-May-2005",
,000318,,,,,,,,,,,
15-May-05,000319,"Deitel, Harvey M.; Deitel, Paul J. & Nieto, T. R.",Visual Basic 6 how to program .-1st .-9788178086842,"Pearson Education, New Delhi",1999,"li, 1015 p.",9788178086842,Union Book Stall,"005.276 8DEI","1,050.00","B:T-26/200515-May-2005",
,000320,,,,,,,,,,,
15-May-05,000321,"Bach, Maurice J.",Design of the unix operating system .-1st .-9780132017992,"Pearson Education, New Delhi",1990,"xiv, 471 p.",9780132017992,Union Book Stall,"005.432BAC",390.00,"B:T-29/200515-May-2005",
,000322,,,,,,,,,,,
15-May-05,000323,"Sommerville, Ian",Software engineering .-6th,"Pearson Education, New Delhi",2006,684 p.,,Union Book Stall,"005.1SOM",750.00,"B:T-27/200515-May-2005",
,000324,,,,,,,,,,,
15-May-05,000325,"Hearn, Donald & Baker, M. Pauline",Computer graphics .-2nd .-9788178087948,"Pearson Education, New Delhi",1994,"xix, 652 p.",9788178087948,Union Book Stall,"006.6HEA",850.00,"B:T-28/200515-May-2005",
,000326,,,,,,,,,,,
15-May-05,000327,"Deitel, Harvey M. & Deitel, Paul J.",C++ how to program : [introducing web programming with CGI and object-oriented design with the UML] .-4th .-9788129702760,"Pearson Education, New Delhi",2003,"lix, 1321 p.",9788129702760,Union Book Stall,"005.134DEI","1,350.00","B:T-26/200515-May-2005",
,000328,,,,,,,,,,,
,000329,,,,,,,,,,,
15-May-05,000330,"Deitel, Harvey M. & Deitel, Paul J.",C how to program : introducing C++ and Java .-4th .-9788129706768,"Pearson Education, New Delhi",2004,"xli,1255 p.",9788129706768,Union Book Stall,"005.135DEI",990.00,"B:T-26/200515-May-2005",
,000331,,,,,,,,,,,
15-May-05,000332,"Sebesta, Robert W.",Concepts of programming languages .-6th .-9788129706133,"Pearson Education, New Delhi",2004,"xviii, 677 p.",9788129706133,Union Book Stall,"005.13SEB","1,625.00","B:T-27/200515-May-2005",
,000333,,,,,,,,,,,
,000334,,,,,,,,,,,
,000335,,,,,,,,,,,
,000336,,,,,,,,,,,
15-May-05,000337,"Hoffer, Jeffrey & George, Joey",Modern systems analysis & design .-3rd .-9788178087818,"Pearson Education, New Delhi",2002,"xxxii, 733 p.",9788178087818,Union Book Stall,"004.21HOF",700.00,"B:T-28/200515-May-2005",
,000338,,,,,,,,,,,
15-May-05,000339,"Paulk, Mark C.; Weber, Charles V. & Chrissis",The capability maturity model : guidelines for improving the software process .-1st .-9780201546644,"Pearson Education, New Delhi",1994,441 p.,9780201546644,Union Book Stall,"005.106 85PAU",325.00,"B:T-24/200515-May-2005",
15-May-05,000340,"Buford, John F. Kogel",Multimedia systems .-1st .-9788177588279,"Pearson Education, New Delhi",1994,463 p.,9788177588279,Union Book Stall,"006.7BUF",280.00,"B:T-29/200515-May-2005",
15-May-05,000341,"Liao, Samuel Y.",Microwave devices and circuits .-3rd .-9788129700049,"Pearson Education, New Delhi",2003,"xvi, 542 p.",9788129700049,Union Book Stall,"621.381 3LIA",350.00,"B:T-25/200515-May-2005",
,000342,,,,,,,,,,,
15-May-05,000343,"Grama, Ananth; Gupta, Anshul; Karypis, George & Kumar, Vipin",Introduction to parallel computing .-2nd .-9788131708071,"Pearson Education, New Delhi",2003,"xx, 636 p.",9788131708071,Union Book Stall,"004.35GRA",325.00,"B:T-28/200515-May-2005",
15-May-05,000344,"Beck, Leland L.",System software : an introduction to systems programming .-3rd .-9788177585551,"Pearson Education, New Delhi",1997,512 p.,9788177585551,Union Book Stall,"005.42BEC",295.00,"B:T-29/200515-May-2005",
15-May-05,000345,"Stallings, William",Computer organization & architecture : designing for performance .-6th .-9788120321038,"Pearson Education, New Delhi",2003,"xix, 815 p.",9788120321038,Union Book Stall,"004.22STA",250.00,"B:T-26/200515-May-2005",
15-May-05,000346,"Tanenbaum, Andrew S.  & Steen, Maarten Van",Distributed systems : principles and paradigms .-1st .-9788178087894,"Pearson Education, New Delhi",2002,"xxii, 803 p.",9788178087894,Union Book Stall,"005.447 6TAN",590.00,"B:T-27/200515-May-2005",
,000347,,,,,,,,,,,
15-May-05,000348,"Stallings, William",Computer organization & architecture : designing for performance .-6th .-9788120321038,"Pearson Education, New Delhi",2003,"xix, 815 p.",9788120321038,Union Book Stall,"004.22STA",500.00,"B:T-27/200515-May-2005",
,000349,,,,,,,,,,,
15-May-05,000350,"Elmasri, Ramez & Navathe, Shamkant B.",Fundamentals of database systems .-4th .-9788129702289,"Pearson Education, New Delhi",2004,1030 p.,9788129702289,Union Book Stall,"005.74ELM",360.00,"B:T-28/200515-May-2005",
21-Nov-17,000351,"Sharma, Arun",How to prepare for quantitative aptitude for the CAT .-5th .-9781259027017,"Tata McGraw-Hill Publishing Company Limited, New Delhi",2012,"xxix, 639 p.",9781259027017,Complimentary Copy,"658.007 6SHA",0.00,,
15-May-05,000352,"Prata, Stephen",C++ primer plus .-4th .-9780672322228,"Pearson Education, New Delhi",2002,"xxv, 1098 p.",9780672322228,Union Book Stall,"005.134PRA",650.00,"B:T-27/200515-May-2005",
,000353,,,,,,,,,,,
15-May-05,000354,"Russell, Stuart & Norvig, Peter",Artificial intelligence : a modern approach .-Second Edition .-9788177583670,"Pearson Education, New Delhi",2003,1050 p.,9788177583670,Union Book Stall,"006.3RUS",590.00,"B:T-27/200515-May-2005",
,000355,,,,,,,,,,,
15-May-05,000356,"Dunham, Margaret H. & Sridhar, S.",Data mining introductory and advanced topics .-1st .-9788177587852,"Pearson Education, New Delhi",2006,328 p.,9788177587852,Union Book Stall,"006.312DUN",210.00,"B:T-28/200515-May-2005",
15-May-05,000357,"Levitin, Anany",Introduction to the design & analysis of algorithms .-1st .-9788178089843,"Pearson Education, New Delhi",2003,"xxiv, 496 p.",9788178089843,Union Book Stall,"518.1LEV",590.00,"B:T-28/200515-May-2005",
,000358,,,,,,,,,,,
15-May-05,000359,"Widrow, Bernard & Stearns, Samuel D.",Adaptive signal processing .-1st .-9780130040299,"Pearson Education, New Delhi",1985,"xviii, 474 p.",9780130040299,Union Book Stall,"621.382 2WID",650.00,"B:T-26/200515-May-2005",
,000360,,,,,,,,,,,
15-May-05,000361,"McMonnies, Alistair",Object-oriented programming in Visual Basic .NET .-1st .-9788129706492,"Pearson Education, New Delhi",2004,"xiv, 676 p.",9788129706492,Union Book Stall,"005.276 8MCM",720.00,"B:T-27/200515-May-2005",
,000362,,,,,,,,,,,
15-May-05,000363,"Comer, Douglas E.","Internetworking with TCP/IP Volume I, Principles, Protocols, and Architecture .-4th","Pearson Education, New Delhi",2000,750 p.,,Union Book Stall,"004.6COM",225.00,"B:T-29/200515-May-2005",
15-May-05,000364,"Pfleeger, Charles P. & Pfleeger, Shari Lawrence",Security in computing .-3rd .-9788129700421,"Pearson Education, New Delhi",2003,740 p.,9788129700421,Union Book Stall,"005.8PFL",195.00,"B:T-27/200515-May-2005",
15-May-05,000365,"Morton, Todd D.",Embedded microcontrollers .-2nd .-9798129702264,"Pearson Education, New Delhi",2001,"x, 694 p.",9798129702264,Union Book Stall,"621.391 6MOR",650.00,"B:T-27/200515-May-2005",
,000366,,,,,,,,,,,
15-May-05,000367,"Larman, Craig",Applying UML and patterns : an introduction to object-oriented analysis and design and iterative development .-2nd .-9788177589795,"Pearson Education, New Delhi",2002,"xxi, 627 p.",9788177589795,Union Book Stall,"005.117LAR",399.00,"B:T-28/200515-May-2005",
15-May-05,000368,"Bogort, Theodore & Beasley, Jeffrey",Electronic devices and circuits .-6th,"Pearson Education, New Delhi",2004,877  p.,,Union Book Stall,"621.381 33BOG","2,475.00","B:T-24/200515-May-2005",
,000369,,,,,,,,,,,
,000370,,,,,,,,,,,
,000371,,,,,,,,,,,
,000372,,,,,,,,,,,
15-May-05,000373,"Smith, Michael John Sebastian",Application-specific integrated circuits .-1st .-9788178080079,"Pearson Education, New Delhi",1997,"xiv, 1026 p.",9788178080079,Union Book Stall,"621.381 73SMI",998.00,"B:T-26/200515-May-2005",
,000374,,,,,,,,,,,
15-May-05,000375,"Boylested, Robert L. & Nasheisky, Louis",Electronic devices and circuit theory .-8th,"Pearson Education, New Delhi",2002,1020 p.,,Union Book Stall,"621.381 33BOY","1,975.00","B:T-26/200515-May-2011",
,000376,,,,,,,,,,,
,000377,,,,,,,,,,,
,000378,,,,,,,,,,,
,000379,,,,,,,,,,,
15-May-05,000380,"Floyd, Thomas L.",Electronic devices .-6th,"Pearson Education, New Delhi",2002,759 p.,,Union Book Stall,"621.381 33FLO",850.00,"B:T-24/200515-May-2005",
,000381,,,,,,,,,,,
15-May-05,000382,"Mazidi, Muhammad Ali & Mazidi, Janice Gillispie",The 8051 microcontroller and embedded systems .-1st .-9788178085746,"Pearson Education, New Delhi",2000,447 p.,9788178085746,Union Book Stall,"004.145MAZ",195.00,"B:T-26/200515-May-2005",
15-May-05,000383,"Proakis, John G. & Salehi, Masoud",Communication systems engineering .-2nd .-9780130617934,"Pearson Education, New Delhi",2002,"xiv, 801 p.",9780130617934,Union Book Stall,"621.382JOH",325.00,"B:T-25/200515-May-2005",
15-May-05,000384,"Oppenheim, Alan V.; Schafer, Ronald W. & Buck, John R.",Discrete-time signal processing .-2nd .-9788131704929,"Pearson Education, New Delhi",2002,888 p.,9788131704929,Union Book Stall,"621.380 43OPP",325.00,"B:T-26/200515-May-2005",
15-May-05,000385,"Gonzalez, Rafael C. & Woods, Richard E.",Digital image processing .-2nd .-9788178086293,"Pearson Education, Delhi",2002,"xx, 793 p.",9788178086293,Union Book Stall,"621.367GON","1,250.00","B:T-28/200515-May-2005",
,000386,,,,,,,,,,,
,000387,,,,,,,,,,,
,000388,,,,,,,,,,,
,000389,,,,,,,,,,,
15-May-05,000390,"Gonzalez, Rafael C. & Woods, Richard E.",Digital image processing .-2nd .-9788178086293,"Pearson Education, Delhi",2002,"xx, 793 p.",9788178086293,Union Book Stall,"621.367GON","1,050.00","B:T-24/200515-May-2005",
,000391,,,,,,,,,,,
,000392,,,,,,,,,,,
15-May-05,000393,"Gonzalez, Rafael C. & Woods, Richard E.",Digital Image processing using MATLAB .-1st .-9788177588989,"Pearson Education, Delhi",2004,620 p.,9788177588989,Union Book Stall,"621.367GON","1,750.00","B:T-24/200515-May-2005",
,000394,,,,,,,,,,,
,000395,,,,,,,,,,,
,000396,,,,,,,,,,,
,000397,,,,,,,,,,,
15-May-05,000398,"Hughes, Edward",Electrical and electronic technology .-8th,"Pearson Education, New Delhi",1995,896 p.,,Union Book Stall,"621.381HUG","1,240.00","B:T-25/200515-May-2005",
,000399,,,,,,,,,,,
,000400,,,,,,,,,,,
,000401,,,,,,,,,,,
15-May-05,000402,"Wakerly, John F.",Digital design : principles and practice .-3rd .-9780132128384,"Pearson Education, New Delhi",2001,"xxiii, 946 p.",9780132128384,Union Book Stall,"621.395WAK","1,000.00","B:T-26/200515-May-2005",
,000403,,,,,,,,,,,
,000404,,,,,,,,,,,
,000405,,,,,,,,,,,
15-May-05,000406,"Floyd, Thomas L.",Digital fundamentals .-8th .-9788178088761,"Pearson Education, New Delhi",2001,"xvii, 942 p.",9788178088761,Union Book Stall,"621.381 5THO","1,625.00","B:T-24/200515-May-2005",
,000407,,,,,,,,,,,
,000408,,,,,,,,,,,
,000409,,,,,,,,,,,
,000410,,,,,,,,,,,
15-May-05,000411,"Stark, Henry & Woods, John W.",Probability and random processes with applications to signal processing .-3rd .-9788178085715,"Pearson Education, New Delhi",2002,"xv, 689 p.",9788178085715,Union Book Stall,"519.23STA",750.00,"B:T-26/200515-May-2005",
,000412,,,,,,,,,,,
15-May-05,000413,"Rashid, Muhammad H.","Power electronics : circuits, devices, and applications .-3rd .-9788129702296","Pearson Education, New Delhi",2004,"xxiv, 880 p.",9788129702296,Union Book Stall,"621.317RAS",450.00,"B:T-25/200515-May-2005",
,000414,,,,,,,,,,,
15-May-05,000415,"Groover, Mikell P. & Zimmers, Emory W.",CAD/CAM : computer-aided design and manufacturing .-1st .-9788129700452,"Pearson Education, New Delhi",1984,"xix, 489 p.",9788129700452,Union Book Stall,"670.285 4GRO",175.00,"B:T-25/200515-May-2005",
15-May-05,000416,"McMahon, Chris & Browne, Jimmie","CADCAM : principles, practice, and manufacturing management .-2nd .-9788178084237","Pearson Education, New Delhi",1998,"xxii, 665 p.",9788178084237,Union Book Stall,"670.285MIK",295.00,"B:T-25/200515-May-2013",
15-May-05,000417,"Kolimbiris, Harold",Fiber optics communications .-1st .-9788129705495,"Pearson Education, New Delhi",2004,"xiv, 649 p.",9788129705495,Union Book Stall,"621.382 75KOL","1,185.00","B:T-25/200515-May-2005",
,000418,,,,,,,,,,,
,000419,,,,,,,,,,,
15-May-05,000420,"Wildi, Theodore","Electrical machines, drives and power systems .-5th","Pearson Education, New Delhi",2002,"xix, 886 p.",,Union Book Stall,"621.310 42WIL",790.00,"B:T-26/200515-May-2005",
,000421,,,,,,,,,,,
15-May-05,000422,"Tomasi, Wayne",Electronic communication systems : fundamentals through advanced .-5th .-9788129705198,"Pearson Education, New Delhi",2004,"xviii, 1163 p.",9788129705198,Union Book Stall,"621.382TOM",850.00,"B:T-26/200515-May-2005",
